"","county","year","Y","E","SIR","total_pop"
"383","Clay","2007-2009",96.43,234.453082378372,0.411297642247998,114852
"384","Clay","2008-2010",110.95,234.453082378372,0.4732290097212,40306
"385","Clay","2009-2011",122.35,234.453082378372,0.521852810629913,564
"386","Clay","2010-2012",116.13,234.453082378372,0.495322982414808,680
"387","Clay","2011-2013",121.32,234.453082378372,0.517459607565354,50761
"388","Clay","2012-2014",130.65,234.453082378372,0.557254349888011,4432
"389","Clay","2013-2015",361.88,234.453082378372,1.54350711165307,289
"390","Clay","2014-2016",619.03,234.453082378372,2.64031504180004,3631
"391","Cochran","2005-2007",105.85,66.2953455042325,1.59664301007741,31540
"392","Cochran","2006-2008",87.96,66.2953455042325,1.3267899779538,3753
"393","Cochran","2007-2009",77.4,66.2953455042325,1.16750277732633,49401
"394","Cochran","2008-2010",45.45,66.2953455042325,0.685568491336972,13368
"395","Cochran","2009-2011",36.94,66.2953455042325,0.55720352189192,20473
"396","Cochran","2010-2012",29.03,66.2953455042325,0.437888961573428,7418
"397","Cochran","2011-2013",41.34,66.2953455042325,0.623573188820031,19859
"398","Cochran","2012-2014",49.26,66.2953455042325,0.743038589290632,16850
"399","Cochran","2013-2015",149.24,66.2953455042325,2.25113843007986,16966
"400","Cochran","2014-2016",182.96,66.2953455042325,2.75977142299257,79884
"401","Coke","2005-2007",41.45,73.2143003897356,0.566146227982138,23480
"402","Coke","2006-2008",39.5,73.2143003897356,0.539512086979359,3495
"403","Coke","2007-2009",51.48,73.2143003897356,0.703141322473352,12043
"404","Coke","2008-2010",50.51,73.2143003897356,0.689892544641201,20195
"405","Coke","2009-2011",49.54,73.2143003897356,0.67664376680905,74
"406","Coke","2010-2012",51.48,73.2143003897356,0.703141322473352,298042
"407","Coke","2011-2013",53.1,73.2143003897356,0.72526814730643,5785
"408","Coke","2012-2014",56.02,73.2143003897356,0.76515106614136,8145
"409","Coke","2013-2015",115.6,73.2143003897356,1.5789265127801,245720
"410","Coke","2014-2016",168.7,73.2143003897356,2.30419466008653,600
"411","Coleman","2005-2007",105.28,190.429536097083,0.55285541391188,13979
"412","Coleman","2006-2008",103.59,190.429536097083,0.543980740189321,10140
"413","Coleman","2007-2009",69.06,190.429536097083,0.362653826792881,5547
"414","Coleman","2008-2010",58.11,190.429536097083,0.305152242614166,4122
"415","Coleman","2009-2011",67.38,190.429536097083,0.353831665932585,36744
"416","Coleman","2010-2012",69.9,190.429536097083,0.367064907223029,57471
"417","Coleman","2011-2013",75.8,190.429536097083,0.398047495958592,48548
"418","Coleman","2012-2014",73.27,190.429536097083,0.384761741805884,2123
"419","Coleman","2013-2015",126.33,190.429536097083,0.663394988976898,159883
"420","Coleman","2014-2016",251.82,190.429536097083,1.32237889752365,24479
"421","Collin","2005-2007",18372.91,20668.1166240728,0.888949406188299,4887
"422","Collin","2006-2008",16179.13,20668.1166240728,0.782806207951996,8774
"423","Collin","2007-2009",15082.24,20668.1166240728,0.729734608833844,19406
"424","Collin","2008-2010",14533.79,20668.1166240728,0.703198567356257,535187
"425","Collin","2009-2011",13893.94,20668.1166240728,0.67224025549659,22016
"426","Collin","2010-2012",12614.24,20668.1166240728,0.610323631777258,12530
"427","Collin","2011-2013",11791.57,20668.1166240728,0.570519811479388,1114
"428","Collin","2012-2014",11791.57,20668.1166240728,0.570519811479388,65411
"429","Collin","2013-2015",26965.21,20668.1166240728,1.30467669069531,48239
"430","Collin","2014-2016",40584.93,20668.1166240728,1.96364916737162,14187
"431","Collingsworth","2005-2007",70.51,68.4207760899753,1.0305349344076,14990
"432","Collingsworth","2006-2008",62.94,68.4207760899753,0.919896025693016,358484
"433","Collingsworth","2007-2009",39.34,68.4207760899753,0.574971554667354,10484
"434","Collingsworth","2008-2010",24.21,68.4207760899753,0.353839891675054,2083
"435","Collingsworth","2009-2011",18.76,68.4207760899753,0.274185723578026,83909
"436","Collingsworth","2010-2012",18.46,68.4207760899753,0.269801090471768,28109
"437","Collingsworth","2011-2013",16.34,68.4207760899753,0.238816349854208,23574
"438","Collingsworth","2012-2014",21.48,68.4207760899753,0.313939730408103,125963
"439","Collingsworth","2013-2015",31.17,68.4207760899753,0.455563379740249,9871
"440","Collingsworth","2014-2016",63.55,68.4207760899753,0.928811446342408,15804
"441","Colorado","2005-2007",504,472.863083400414,1.06584763685859,46974
"442","Colorado","2006-2008",443.36,472.863083400414,0.937607556106402,121230
"443","Colorado","2007-2009",353.43,472.863083400414,0.747425655347089,7191
"444","Colorado","2008-2010",372.25,472.863083400414,0.787225759564706,11246
"445","Colorado","2009-2011",399.44,472.863083400414,0.844726547751581,130552
"446","Colorado","2010-2012",418.26,472.863083400414,0.884526651969198,3735
"447","Colorado","2011-2013",382.71,472.863083400414,0.809346327583636,3358
"448","Colorado","2012-2014",353.43,472.863083400414,0.747425655347089,12353
"449","Colorado","2013-2015",928.54,472.863083400414,1.96365508874738,14791
"450","Colorado","2014-2016",1520.38,472.863083400414,3.21526474231562,7293
"451","Comal","2005-2007",2104.33,2919.07541084462,0.720889221354896,889
"452","Comal","2006-2008",1923.59,2919.07541084462,0.658972355717052,16727
"453","Comal","2007-2009",1820.31,2919.07541084462,0.623591289638284,90414
"454","Comal","2008-2010",1626.66,2919.07541084462,0.557251790740595,10266
"455","Comal","2009-2011",1626.66,2919.07541084462,0.557251790740595,53026
"456","Comal","2010-2012",1562.11,2919.07541084462,0.535138624441365,10429
"457","Comal","2011-2013",1407.19,2919.07541084462,0.482067025323213,8403
"458","Comal","2012-2014",1329.73,2919.07541084462,0.455531225764137,27436
"459","Comal","2013-2015",2878.93,2919.07541084462,0.986247216945656,66867
"460","Comal","2014-2016",4544.32,2919.07541084462,1.55676690746579,5851
"461","Comanche","2005-2007",464.12,305.067121945125,1.52137010714477,3122
"462","Comanche","2006-2008",472.22,305.067121945125,1.5479216409461,17346
"463","Comanche","2007-2009",380.47,305.067121945125,1.24716815622117,3348
"464","Comanche","2008-2010",311.67,305.067121945125,1.02164401726668,25689
"465","Comanche","2009-2011",256.35,305.067121945125,0.84030687530501,3067
"466","Comanche","2010-2012",213.17,305.067121945125,0.698764254373977,222277
"467","Comanche","2011-2013",161.9,305.067121945125,0.530702879312975,8650
"468","Comanche","2012-2014",106.59,305.067121945125,0.349398517022668,63420
"469","Comanche","2013-2015",246.9,305.067121945125,0.809330085870127,9365
"470","Comanche","2014-2016",430.39,305.067121945125,1.41080427564862,1139
"471","Concho","2005-2007",52.85,87.2330978701668,0.60584802432053,1084
"472","Concho","2006-2008",55.17,87.2330978701668,0.632443434281242,3894
"473","Concho","2007-2009",62.89,87.2330978701668,0.720941953633267,7541
"474","Concho","2008-2010",52.85,87.2330978701668,0.60584802432053,1983675
"475","Concho","2009-2011",45.91,87.2330978701668,0.526291065213917,135371
"476","Concho","2010-2012",39.35,87.2330978701668,0.451090250842249,721
"477","Concho","2011-2013",41.67,87.2330978701668,0.477685660802961,12755
"478","Concho","2012-2014",49.77,87.2330978701668,0.57054032488993,1541
"479","Concho","2013-2015",132.33,87.2330978701668,1.51697008625044,32664
"480","Concho","2014-2016",215.66,87.2330978701668,2.4722267724686,116906
"481","Cooke","2005-2007",914.1,883.274685121876,1.0348988999655,1176584
"482","Cooke","2006-2008",914.1,883.274685121876,1.0348988999655,14481
"483","Cooke","2007-2009",839.88,883.274685121876,0.950870679469447,21456
"484","Cooke","2008-2010",746.12,883.274685121876,0.844720235469048,40506
"485","Cooke","2009-2011",703.15,883.274685121876,0.796071722470998,3575
"486","Cooke","2010-2012",652.37,883.274685121876,0.738581112975048,27015
"487","Cooke","2011-2013",597.68,883.274685121876,0.676663794476948,48976
"488","Cooke","2012-2014",519.55,883.274685121876,0.588208864978749,53607
"489","Cooke","2013-2015",1253.95,883.274685121876,1.41966029494775,91518
"490","Cooke","2014-2016",2136.8,883.274685121876,2.41917948741524,70818
"491","Coryell","2005-2007",1834.8,1714.31804414731,1.07027981550099,48443
"492","Coryell","2006-2008",1887.87,1714.31804414731,1.10123673168185,11498
"493","Coryell","2007-2009",1751.4,1714.31804414731,1.02163073297822,34667
"494","Coryell","2008-2010",1645.25,1714.31804414731,0.95971106739318,269624
"495","Coryell","2009-2011",1326.82,1714.31804414731,0.77396373708471,41430
"496","Coryell","2010-2012",1167.6,1714.31804414731,0.681087155318813,5599
"497","Coryell","2011-2013",1144.85,1714.31804414731,0.667816572256546,131778
"498","Coryell","2012-2014",1182.76,1714.31804414731,0.689930321878108,12972
"499","Coryell","2013-2015",2972.07,1714.31804414731,1.73367480447789,21839
"500","Coryell","2014-2016",4624.9,1714.31804414731,2.69780745515072,508313
"501","Cottle","2005-2007",24.42,33.8712235898159,0.720965982679833,47205
"502","Cottle","2006-2008",22.92,33.8712235898159,0.676680602908345,7777
"503","Cottle","2007-2009",18.13,33.8712235898159,0.535262623504725,63247
"504","Cottle","2008-2010",23.22,33.8712235898159,0.685537678862643,43315
"505","Cottle","2009-2011",25.77,33.8712235898159,0.760822824474173,8481
"506","Cottle","2010-2012",24.12,33.8712235898159,0.712108906725536,18166
"507","Cottle","2011-2013",19.32,33.8712235898159,0.570395691456772,14415
"508","Cottle","2012-2014",17.38,33.8712235898159,0.513119933618981,12152
"509","Cottle","2013-2015",56.18,33.8712235898159,1.65863509037482,57747
"510","Cottle","2014-2016",84.64,33.8712235898159,2.49887636257253,17577
"511","Crane","2005-2007",118,109.346620347363,1.07913714777053,87700
"512","Crane","2006-2008",113.65,109.346620347363,1.03935539698407,24832
"513","Crane","2007-2009",98.65,109.346620347363,0.902176945996292,8793
"514","Crane","2008-2010",85.6,109.346620347363,0.782831693636924,1929
"515","Crane","2009-2011",75.93,109.346620347363,0.694397318900136,48139
"516","Crane","2010-2012",60.93,109.346620347363,0.557218867912358,29292
"517","Crane","2011-2013",45.94,109.346620347363,0.420131869225237,7098
"518","Crane","2012-2014",35.79,109.346620347363,0.32730778405684,21316
"519","Crane","2013-2015",128.15,109.346620347363,1.17196123293892,80306
"520","Crane","2014-2016",198.28,109.346620347363,1.81331621745712,3602
"521","Crockett","2005-2007",52.94,86.7356566692483,0.610360283566858,32729
"522","Crockett","2006-2008",50.25,86.7356566692483,0.579346510185769,336506
"523","Crockett","2007-2009",58.69,86.7356566692483,0.676653665329409,1892004
"524","Crockett","2008-2010",51.4,86.7356566692483,0.592605186538279,11089
"525","Crockett","2009-2011",60.23,86.7356566692483,0.694408762357987,602
"526","Crockett","2010-2012",56.01,86.7356566692483,0.645755184786167,17955
"527","Crockett","2011-2013",56.01,86.7356566692483,0.645755184786167,93635
"528","Crockett","2012-2014",47.57,86.7356566692483,0.548448029642528,345995
"529","Crockett","2013-2015",89.38,86.7356566692483,1.03048738468466,214231
"530","Crockett","2014-2016",188.73,86.7356566692483,2.17592172870368,9220
"531","Crosby","2005-2007",157.99,133.291630882487,1.18529572302471,1591
"532","Crosby","2006-2008",150.91,133.291630882487,1.13217910982758,7251
"533","Crosby","2007-2009",121.44,133.291630882487,0.911084958567764,37787
"534","Crosby","2008-2010",103.16,133.291630882487,0.773942064606806,17596
"535","Crosby","2009-2011",86.07,133.291630882487,0.645726962977005,45017
"536","Crosby","2010-2012",91.37,133.291630882487,0.685489399409886,40544
"537","Crosby","2011-2013",93.14,133.291630882487,0.698768552709169,21821
"538","Crosby","2012-2014",88.42,133.291630882487,0.663357477244415,13660
"539","Crosby","2013-2015",206.32,133.291630882487,1.54788412921361,420201
"540","Crosby","2014-2016",334.84,133.291630882487,2.51208570097851,12670
"541","Culberson","2005-2007",40.85,51.032945021505,0.800463308217584,6033
"542","Culberson","2006-2008",31.15,51.032945021505,0.610390013487827,30118
"543","Culberson","2007-2009",29.12,51.032945021505,0.570611787889744,7891
"544","Culberson","2008-2010",29.57,51.032945021505,0.579429621150403,39283
"545","Culberson","2009-2011",26.41,51.032945021505,0.517508836475554,51594
"546","Culberson","2010-2012",19.64,51.032945021505,0.384849433865198,7064
"547","Culberson","2011-2013",25.05,51.032945021505,0.490859384843341,10369
"548","Culberson","2012-2014",24.83,51.032945021505,0.48654844413813,2932
"549","Culberson","2013-2015",69.06,51.032945021505,1.35324347773577,3238
"550","Culberson","2014-2016",89.38,51.032945021505,1.75141763741708,8422
"551","Dallam","2005-2007",119.64,162.957215228173,0.734180440138718,914075
"552","Dallam","2006-2008",133.33,162.957215228173,0.818190221361546,3026
"553","Dallam","2007-2009",87.93,162.957215228173,0.539589485969554,20913
"554","Dallam","2008-2010",98.02,162.957215228173,0.601507578923413,129100
"555","Dallam","2009-2011",81.44,162.957215228173,0.499763081284664,13492
"556","Dallam","2010-2012",59.1,162.957215228173,0.362671882415565,3858
"557","Dallam","2011-2013",49.73,162.957215228173,0.3051721271155,39064
"558","Dallam","2012-2014",47.57,162.957215228173,0.291917114154119,75818
"559","Dallam","2013-2015",205.4,162.957215228173,1.26045354734614,1498
"560","Dallam","2014-2016",313.5,162.957215228173,1.92381785342267,4836
"561","Dallas","2005-2007",45684.61,57707.9954418123,0.791651306725155,3836
"562","Dallas","2006-2008",43387.62,57707.9954418123,0.751847636845197,5895
"563","Dallas","2007-2009",41345.85,57707.9954418123,0.716466577697877,2257
"564","Dallas","2008-2010",41345.85,57707.9954418123,0.716466577697877,7207
"565","Dallas","2009-2011",39559.3,57707.9954418123,0.685508129283196,2552213
"566","Dallas","2010-2012",38027.97,57707.9954418123,0.658972291601154,13095
"567","Dallas","2011-2013",35986.2,57707.9954418123,0.623591232453834,18947
"568","Dallas","2012-2014",35986.2,57707.9954418123,0.623591232453834,5172
"569","Dallas","2013-2015",84988.69,57707.9954418123,1.47273682527571,781321
"570","Dallas","2014-2016",134501.63,57707.9954418123,2.33072781284908,20474
"571","Dawson","2005-2007",484.52,296.090569364913,1.63639119286795,2224
"572","Dawson","2006-2008",365.35,296.090569364913,1.23391299082454,10822
"573","Dawson","2007-2009",326.07,296.090569364913,1.10125087975409,3433
"574","Dawson","2008-2010",299.88,296.090569364913,1.01279821455717,11434
"575","Dawson","2009-2011",272.38,296.090569364913,0.919921227427912,18278
"576","Dawson","2010-2012",208.21,296.090569364913,0.703196999643019,155744
"577","Dawson","2011-2013",196.42,296.090569364913,0.663378102251966,2111
"578","Dawson","2012-2014",192.5,296.090569364913,0.650138909904813,164092
"579","Dawson","2013-2015",535.59,296.090569364913,1.80887220132945,834825
"580","Dawson","2014-2016",828.91,296.090569364913,2.79951503277506,41016
"581","Deaf Smith","2005-2007",346.73,428.409928809241,0.809341653130522,17289
"582","Deaf Smith","2006-2008",352.41,428.409928809241,0.822599982637001,33787
"583","Deaf Smith","2007-2009",303.15,428.409928809241,0.707616653149476,24963
"584","Deaf Smith","2008-2010",253.89,428.409928809241,0.592633323661951,3875
"585","Deaf Smith","2009-2011",216,428.409928809241,0.504189995316796,5953
"586","Deaf Smith","2010-2012",221.68,428.409928809241,0.517448324823275,1414
"587","Deaf Smith","2011-2013",246.31,428.409928809241,0.574939989567037,711421
"588","Deaf Smith","2012-2014",242.52,428.409928809241,0.566093322519581,10639
"589","Deaf Smith","2013-2015",500.2,428.409928809241,1.16757331322899,19646
"590","Deaf Smith","2014-2016",805.25,428.409928809241,1.8796249709669,19110
"591","Delta","2005-2007",131.89,116.94390414321,1.12780568569429,19889
"592","Delta","2006-2008",142.75,116.94390414321,1.22067072282099,321184
"593","Delta","2007-2009",111.72,116.94390414321,0.955329829447011,6739
"594","Delta","2008-2010",110.16,116.94390414321,0.941990100356988,25939
"595","Delta","2009-2011",91.54,116.94390414321,0.78276846211582,1420
"596","Delta","2010-2012",100.34,116.94390414321,0.858018215956973,7510
"597","Delta","2011-2013",94.13,116.94390414321,0.804915832848614,20558
"598","Delta","2012-2014",81.72,116.94390414321,0.698796577715805,22962
"599","Delta","2013-2015",189.81,116.94390414321,1.62308588370334,126146
"600","Delta","2014-2016",269.46,116.94390414321,2.30418166704969,123402
"601","Denton","2005-2007",16173.34,17666.4207519483,0.915484818746681,27358
"602","Denton","2006-2008",16017.08,17666.4207519483,0.906639789966147,150889
