,cnty_fips,display_name,Value,theme_range,dm_prev_adj,ob_prev_adj,ltpia_prev_adj,povpct,perc_aian,perc_api,perc_black,perc_white,perc_hisp,perc_65up,total_pop,year,Y
170,48341,"""Moore, (TX)""",15.2,14.3 - 16.7 (53),9.0,30.4,22.9,11.8,0.2,7.8,3.1,33.6,54.1,9.8,22016,2010-2012,334.64
171,48343,"""Morris, (TX)""",12.5,11.9 - 14.2 (50),9.9,31.5,25.6,20.0,0.3,0.1,23.5,65.1,9.1,20.8,12530,2010-2012,156.62
172,48345,"""Motley, (TX)""",18.7,16.8 - 19.5 (48),8.7,27.7,21.2,18.2,0.0,0.0,3.5,76.4,16.3,28.8,1114,2010-2012,20.83
173,48347,"""Nacogdoches, (TX)""",21.6,19.6 - 43.2 (49),12.7,33.9,27.5,25.4,0.2,1.6,17.1,59.9,18.9,13.2,65411,2010-2012,1412.88
174,48349,"""Navarro, (TX)""",18.5,16.8 - 19.5 (48),9.0,27.3,25.8,17.8,0.3,1.6,13.1,57.2,26.2,16.4,48239,2010-2012,892.42
175,48351,"""Newton, (TX)""",20.2,19.6 - 43.2 (49),10.0,30.7,24.9,22.8,0.1,0.0,21.3,73.6,3.4,19.1,14187,2010-2012,286.58
176,48353,"""Nolan, (TX)""",20.3,19.6 - 43.2 (49),9.6,31.3,27.2,18.4,0.3,0.2,4.8,57.0,36.3,17.5,14990,2010-2012,304.3
177,48355,"""Nueces, (TX)""",18.3,16.8 - 19.5 (48),11.3,33.8,22.5,15.1,0.2,1.9,3.6,30.3,62.9,13.3,358484,2010-2012,6560.26
178,48357,"""Ochiltree, (TX)""",6.4,4.7 - 11.8 (52),9.6,30.0,26.4,11.4,0.6,0.1,0.1,44.4,52.9,10.1,10484,2010-2012,67.1
179,48359,"""Oldham, (TX)""",10.8,4.7 - 11.8 (52),8.7,28.2,21.8,14.3,0.0,0.0,5.6,75.8,15.4,13.8,2083,2010-2012,22.5
180,48361,"""Orange, (TX)""",18.9,16.8 - 19.5 (48),10.3,33.8,30.6,14.0,0.2,1.1,8.2,81.3,7.0,15.0,83909,2010-2012,1585.88
181,48363,"""Palo Pinto, (TX)""",17.4,16.8 - 19.5 (48),9.2,29.8,25.5,16.4,0.6,0.7,2.4,75.4,19.7,18.7,28109,2010-2012,489.1
182,48365,"""Panola, (TX)""",21.6,19.6 - 43.2 (49),10.2,33.8,25.5,15.6,0.0,0.6,16.3,73.4,8.5,17.3,23574,2010-2012,509.2
183,48367,"""Parker, (TX)""",12.8,11.9 - 14.2 (50),7.7,30.4,23.5,9.3,0.4,0.5,1.3,84.4,11.4,14.8,125963,2010-2012,1612.33
184,48369,"""Parmer, (TX)""",8.9,4.7 - 11.8 (52),9.2,31.4,23.1,15.5,0.1,0.2,1.6,35.1,62.4,13.1,9871,2010-2012,87.85
185,48371,"""Pecos, (TX)""",17.7,16.8 - 19.5 (48),9.5,32.3,23.0,17.1,0.5,0.4,4.1,25.9,68.4,12.5,15804,2010-2012,279.73
186,48373,"""Polk, (TX)""",16.3,14.3 - 16.7 (53),9.8,33.5,25.3,20.3,1.4,0.7,10.4,70.9,14.7,18.8,46974,2010-2012,765.68
187,48375,"""Potter, (TX)""",12.3,11.9 - 14.2 (50),9.6,34.4,27.0,22.0,0.2,5.3,9.3,45.1,37.5,11.6,121230,2010-2012,1491.13
188,48377,"""Presidio, (TX)""",6.5,4.7 - 11.8 (52),9.5,27.7,24.0,24.1,0.0,4.9,0.0,13.6,81.4,21.9,7191,2010-2012,46.74
189,48379,"""Rains, (TX)""",14.3,14.3 - 16.7 (53),10.2,30.1,21.8,14.8,0.9,0.0,1.5,85.8,8.6,23.5,11246,2010-2012,160.82
190,48381,"""Randall, (TX)""",10.8,4.7 - 11.8 (52),8.2,26.3,25.5,9.1,0.3,1.5,2.7,73.4,20.1,13.9,130552,2010-2012,1409.96
191,48383,"""Reagan, (TX)""",12.6,11.9 - 14.2 (50),8.7,28.6,21.7,11.8,0.0,0.0,0.7,28.8,70.1,11.1,3735,2010-2012,47.06
192,48385,"""Real, (TX)""",16.6,14.3 - 16.7 (53),8.9,28.4,24.0,18.4,0.0,0.0,0.2,79.9,19.7,34.1,3358,2010-2012,55.74
193,48387,"""Red River, (TX)""",32.5,19.6 - 43.2 (49),11.5,38.2,35.0,17.1,0.2,0.0,17.6,73.1,7.2,23.3,12353,2010-2012,401.47
194,48389,"""Reeves, (TX)""",10.5,4.7 - 11.8 (52),8.9,29.8,22.8,25.0,0.3,1.1,4.4,18.2,75.0,12.8,14791,2010-2012,155.31
195,48391,"""Refugio, (TX)""",10.1,4.7 - 11.8 (52),9.4,28.3,23.2,15.7,0.1,0.0,4.9,42.2,49.7,21.1,7293,2010-2012,73.66
196,48393,"""Roberts, (TX)""",13.6,11.9 - 14.2 (50),8.6,26.9,20.8,6.6,0.0,0.4,0.0,90.5,7.4,20.7,889,2010-2012,12.09
197,48395,"""Robertson, (TX)""",17.1,16.8 - 19.5 (48),9.9,31.8,28.7,18.7,0.2,0.3,19.7,57.8,20.2,18.1,16727,2010-2012,286.03
198,48397,"""Rockwall, (TX)""",14.0,11.9 - 14.2 (50),8.9,24.9,24.2,5.2,0.2,2.4,6.0,72.2,17.0,11.7,90414,2010-2012,1265.8
199,48399,"""Runnels, (TX)""",11.2,4.7 - 11.8 (52),9.8,30.1,22.9,17.2,0.3,1.0,1.3,62.2,33.8,20.4,10266,2010-2012,114.98
200,48401,"""Rusk, (TX)""",24.3,19.6 - 43.2 (49),13.0,35.5,27.3,15.6,0.1,0.4,17.0,64.6,16.1,15.9,53026,2010-2012,1288.53
201,48403,"""Sabine, (TX)""",12.0,11.9 - 14.2 (50),9.0,33.8,25.0,17.5,0.0,0.0,7.5,86.0,4.0,29.9,10429,2010-2012,125.15
202,48405,"""San Augustine, (TX)""",12.8,11.9 - 14.2 (50),11.2,31.6,25.5,23.8,1.5,0.0,20.7,68.8,6.9,24.5,8403,2010-2012,107.56
203,48407,"""San Jacinto, (TX)""",20.0,19.6 - 43.2 (49),9.9,29.0,24.5,17.7,0.4,0.0,10.6,74.8,12.5,20.3,27436,2010-2012,548.72
204,48409,"""San Patricio, (TX)""",19.0,16.8 - 19.5 (48),8.8,35.9,30.4,15.8,0.1,1.0,1.4,39.4,56.8,14.1,66867,2010-2012,1270.47
205,48411,"""San Saba, (TX)""",14.5,14.3 - 16.7 (53),9.3,30.0,22.8,20.1,0.0,0.0,2.7,65.3,29.7,21.9,5851,2010-2012,84.84
206,48413,"""Schleicher, (TX)""",13.0,11.9 - 14.2 (50),8.7,28.6,22.9,16.6,0.0,0.1,0.2,47.6,51.8,16.1,3122,2010-2012,40.59
207,48415,"""Scurry, (TX)""",20.5,19.6 - 43.2 (49),8.8,29.2,25.5,15.2,0.1,0.2,4.5,53.6,39.7,14.6,17346,2010-2012,355.59
208,48417,"""Shackelford, (TX)""",19.0,16.8 - 19.5 (48),8.5,29.2,22.2,14.8,0.2,0.1,0.1,85.6,11.6,18.1,3348,2010-2012,63.61
209,48419,"""Shelby, (TX)""",26.3,19.6 - 43.2 (49),10.0,30.6,26.1,21.1,0.1,0.6,18.8,62.1,17.8,16.5,25689,2010-2012,675.62
210,48421,"""Sherman, (TX)""",13.3,11.9 - 14.2 (50),8.5,29.7,24.1,13.1,0.2,0.0,0.2,55.8,43.2,14.0,3067,2010-2012,40.79
211,48423,"""Smith, (TX)""",15.5,14.3 - 16.7 (53),10.2,31.8,27.4,15.7,0.3,1.6,17.4,60.3,18.9,15.6,222277,2010-2012,3445.29
212,48425,"""Somervell, (TX)""",13.3,11.9 - 14.2 (50),8.7,28.0,22.2,10.8,0.3,0.5,0.5,78.6,19.0,18.2,8650,2010-2012,115.05
213,48427,"""Starr, (TX)""",22.0,19.6 - 43.2 (49),9.0,32.1,26.1,39.9,0.0,0.0,0.0,0.6,99.1,11.1,63420,2010-2012,1395.24
214,48429,"""Stephens, (TX)""",21.3,19.6 - 43.2 (49),8.5,29.6,24.8,21.4,0.6,0.4,2.1,72.1,23.2,19.0,9365,2010-2012,199.47
215,48431,"""Sterling, (TX)""",14.6,14.3 - 16.7 (53),8.8,26.9,22.2,12.7,0.0,0.0,0.2,57.4,40.8,16.0,1139,2010-2012,16.63
216,48433,"""Stonewall, (TX)""",10.8,4.7 - 11.8 (52),8.8,27.9,22.0,15.6,0.0,0.0,3.5,72.6,22.6,26.1,1084,2010-2012,11.71
217,48435,"""Sutton, (TX)""",12.0,11.9 - 14.2 (50),8.7,29.4,21.0,14.1,0.0,1.0,0.0,39.2,59.4,16.8,3894,2010-2012,46.73
218,48437,"""Swisher, (TX)""",7.7,4.7 - 11.8 (52),8.8,28.0,27.5,22.2,0.5,0.2,5.6,47.5,43.1,17.6,7541,2010-2012,58.07
219,48439,"""Tarrant, (TX)""",14.9,14.3 - 16.7 (53),10.1,29.3,22.4,13.6,0.2,5.2,15.5,48.3,28.1,10.5,1983675,2010-2012,29556.76
220,48441,"""Taylor, (TX)""",11.7,4.7 - 11.8 (52),9.0,32.1,25.8,16.8,0.4,1.9,7.4,64.5,23.8,13.9,135371,2010-2012,1583.84
221,48443,"""Terrell, (TX)""",14.7,14.3 - 16.7 (53),8.9,28.4,24.3,18.7,0.6,0.0,3.1,33.1,56.3,31.2,721,2010-2012,10.6
222,48445,"""Terry, (TX)""",19.8,19.6 - 43.2 (49),8.8,30.1,24.3,21.8,0.2,0.0,4.6,40.7,53.7,14.9,12755,2010-2012,252.55
223,48447,"""Throckmorton, (TX)""",8.8,4.7 - 11.8 (52),8.6,26.8,22.1,14.9,0.0,0.3,0.1,82.4,15.8,26.3,1541,2010-2012,13.56
224,48449,"""Titus, (TX)""",19.4,16.8 - 19.5 (48),9.7,29.5,26.1,14.9,0.2,0.7,9.0,46.2,42.0,13.4,32664,2010-2012,633.68
225,48451,"""Tom Green, (TX)""",14.2,11.9 - 14.2 (50),10.3,28.7,22.8,13.4,0.1,1.1,4.0,54.3,38.8,14.6,116906,2010-2012,1660.07
226,48453,"""Travis, (TX)""",14.7,14.3 - 16.7 (53),7.9,21.7,16.5,12.2,0.1,6.3,7.8,49.3,33.8,8.9,1176584,2010-2012,17295.78
227,48455,"""Trinity, (TX)""",26.8,19.6 - 43.2 (49),10.5,31.7,25.0,20.1,0.3,0.3,9.5,79.0,9.3,26.1,14481,2010-2012,388.09
228,48457,"""Tyler, (TX)""",22.4,19.6 - 43.2 (49),9.5,29.0,25.9,18.4,0.0,0.3,10.7,79.6,7.2,21.1,21456,2010-2012,480.61
229,48459,"""Upshur, (TX)""",20.5,19.6 - 43.2 (49),10.4,29.3,27.2,15.4,0.7,0.2,8.9,80.7,8.0,17.2,40506,2010-2012,830.37
230,48461,"""Upton, (TX)""",13.4,11.9 - 14.2 (50),9.0,27.9,22.1,13.6,0.1,0.2,6.6,42.9,49.7,13.5,3575,2010-2012,47.9
231,48463,"""Uvalde, (TX)""",20.4,19.6 - 43.2 (49),8.9,31.5,23.1,25.3,0.3,1.0,0.1,27.1,70.9,16.4,27015,2010-2012,551.11
232,48465,"""Val Verde, (TX)""",21.7,19.6 - 43.2 (49),8.8,27.4,23.3,20.7,0.1,0.6,1.0,15.9,81.3,13.9,48976,2010-2012,1062.78
233,48467,"""Van Zandt, (TX)""",17.2,16.8 - 19.5 (48),8.9,26.5,26.4,14.8,0.5,0.5,2.6,84.3,10.2,19.9,53607,2010-2012,922.04
234,48469,"""Victoria, (TX)""",18.5,16.8 - 19.5 (48),9.9,31.0,26.5,14.2,0.1,1.0,5.8,45.4,46.0,15.0,91518,2010-2012,1693.08
235,48471,"""Walker, (TX)""",19.1,16.8 - 19.5 (48),9.8,31.9,23.8,22.3,0.3,1.2,22.8,56.9,17.7,12.0,70818,2010-2012,1352.62
236,48473,"""Waller, (TX)""",16.2,14.3 - 16.7 (53),11.3,35.8,29.4,16.5,0.0,0.7,24.8,43.0,29.3,11.4,48443,2010-2012,784.78
237,48475,"""Ward, (TX)""",8.1,4.7 - 11.8 (52),10.0,31.8,23.8,12.8,0.5,0.2,4.8,41.3,52.1,14.0,11498,2010-2012,93.13
238,48477,"""Washington, (TX)""",13.9,11.9 - 14.2 (50),9.7,28.9,24.7,14.1,0.2,1.8,16.9,64.4,15.4,20.3,34667,2010-2012,481.87
239,48479,"""Webb, (TX)""",18.8,16.8 - 19.5 (48),8.3,33.1,25.4,31.8,0.0,0.5,0.2,3.4,95.4,8.8,269624,2010-2012,5068.93
240,48481,"""Wharton, (TX)""",18.7,16.8 - 19.5 (48),9.3,30.1,24.0,17.4,0.0,0.0,13.8,45.2,40.2,15.9,41430,2010-2012,774.74
241,48483,"""Wheeler, (TX)""",11.7,4.7 - 11.8 (52),9.2,29.6,26.7,13.4,0.1,0.3,2.6,68.3,26.5,18.2,5599,2010-2012,65.51
242,48485,"""Wichita, (TX)""",14.1,11.9 - 14.2 (50),12.3,32.2,27.5,16.8,0.5,2.0,9.8,66.1,18.5,13.9,131778,2010-2012,1858.07
243,48487,"""Wilbarger, (TX)""",13.3,11.9 - 14.2 (50),10.0,28.4,26.4,15.8,0.7,0.9,7.9,59.4,28.6,16.6,12972,2010-2012,172.53
244,48489,"""Willacy, (TX)""",23.8,19.6 - 43.2 (49),10.0,30.8,22.9,38.3,0.0,0.1,0.6,11.0,87.9,13.1,21839,2010-2012,519.77
245,48491,"""Williamson, (TX)""",12.2,11.9 - 14.2 (50),7.8,31.1,17.3,5.8,0.1,6.0,5.9,60.9,24.0,11.2,508313,2010-2012,6201.42
246,48493,"""Wilson, (TX)""",15.1,14.3 - 16.7 (53),9.2,34.5,22.4,10.4,0.1,0.4,1.3,57.6,39.1,14.5,47205,2010-2012,712.8
247,48495,"""Winkler, (TX)""",12.7,11.9 - 14.2 (50),9.0,31.0,22.9,15.0,0.8,0.0,2.3,36.9,59.3,11.2,7777,2010-2012,98.77
248,48497,"""Wise, (TX)""",14.1,11.9 - 14.2 (50),10.1,30.2,23.9,12.0,0.3,0.6,1.1,77.4,18.7,14.6,63247,2010-2012,891.78
249,48499,"""Wood, (TX)""",13.6,11.9 - 14.2 (50),9.2,29.2,24.6,13.2,0.6,0.1,5.5,83.1,9.6,26.9,43315,2010-2012,589.08
250,48501,"""Yoakum, (TX)""",4.7,4.7 - 11.8 (52),8.6,28.9,22.9,12.2,0.1,0.0,0.0,33.1,65.0,11.1,8481,2010-2012,39.86
251,48503,"""Young, (TX)""",13.8,11.9 - 14.2 (50),10.8,31.5,24.8,14.6,0.5,0.4,1.4,78.7,18.0,19.7,18166,2010-2012,250.69
252,48505,"""Zapata, (TX)""",18.9,16.8 - 19.5 (48),8.6,28.6,21.8,29.1,0.0,0.7,0.0,5.2,94.0,12.7,14415,2010-2012,272.44
253,48507,"""Zavala, (TX)""",33.8,19.6 - 43.2 (49),8.4,27.7,21.1,34.4,0.0,0.0,0.5,5.4,93.5,13.3,12152,2010-2012,410.74
0,48001,"""Anderson, (TX)""",13.8,13.6 - 15.7 (49),10.2,34.3,24.9,20.5,0.2,0.5,20.9,59.6,17.2,14.1,57747,2011-2013,796.91
1,48003,"""Andrews, (TX)""",14.4,13.6 - 15.7 (49),8.8,32.1,24.2,11.7,0.0,0.2,1.5,41.1,55.3,10.2,17577,2011-2013,253.11
2,48005,"""Angelina, (TX)""",16.3,15.8 - 17.9 (50),12.1,40.0,32.4,19.0,0.0,1.0,14.6,61.2,21.5,15.3,87700,2011-2013,1429.51
3,48007,"""Aransas, (TX)""",12.6,11.7 - 13.5 (52),10.2,32.1,22.8,18.8,0.0,2.0,1.5,67.6,27.0,25.9,24832,2011-2013,312.88
4,48009,"""Archer, (TX)""",11.7,11.7 - 13.5 (52),9.0,27.6,21.8,10.5,0.2,0.3,0.8,88.5,8.3,18.7,8793,2011-2013,102.88
5,48011,"""Armstrong, (TX)""",11.6,3.9 - 11.6 (51),8.8,29.3,22.6,10.8,1.3,0.0,1.2,86.6,9.9,20.8,1929,2011-2013,22.38
6,48013,"""Atascosa, (TX)""",14.7,13.6 - 15.7 (49),10.6,33.8,31.5,16.3,0.1,0.3,0.7,34.2,63.5,13.9,48139,2011-2013,707.64
7,48015,"""Austin, (TX)""",15.4,13.6 - 15.7 (49),8.5,29.5,24.5,14.3,0.0,0.1,8.8,63.2,25.9,18.0,29292,2011-2013,451.1
8,48017,"""Bailey, (TX)""",11.5,3.9 - 11.6 (51),8.6,29.2,23.2,16.6,0.0,1.1,1.5,34.6,62.6,14.3,7098,2011-2013,81.63
9,48019,"""Bandera, (TX)""",13.5,11.7 - 13.5 (52),8.1,28.5,21.1,14.6,0.2,0.2,0.9,78.7,17.9,25.5,21316,2011-2013,287.77
10,48021,"""Bastrop, (TX)""",16.6,15.8 - 17.9 (50),8.7,34.5,18.7,13.2,0.4,0.8,7.7,53.7,35.9,13.8,80306,2011-2013,1333.08
11,48023,"""Baylor, (TX)""",16.2,15.8 - 17.9 (50),9.2,28.7,24.8,17.6,0.0,0.0,3.2,83.8,10.1,23.9,3602,2011-2013,58.35
12,48025,"""Bee, (TX)""",24.4,18.0 - 33.5 (50),8.9,28.6,24.4,27.0,0.4,0.4,8.2,32.2,58.2,11.7,32729,2011-2013,798.59
13,48027,"""Bell, (TX)""",18.0,18.0 - 33.5 (50),10.3,31.4,24.9,12.9,0.2,3.4,20.9,47.2,24.0,10.0,336506,2011-2013,6057.11
14,48029,"""Bexar, (TX)""",12.6,11.7 - 13.5 (52),9.4,27.9,21.0,16.3,0.1,2.7,7.0,28.4,59.7,11.4,1892004,2011-2013,23839.25
15,48031,"""Blanco, (TX)""",9.8,3.9 - 11.6 (51),8.4,28.7,23.9,10.7,0.0,0.5,0.0,77.5,19.1,23.7,11089,2011-2013,108.67
16,48033,"""Borden, (TX)""",16.2,15.8 - 17.9 (50),9.3,28.2,21.6,10.6,0.0,0.0,0.0,92.3,7.6,23.6,602,2011-2013,9.75
17,48035,"""Bosque, (TX)""",12.4,11.7 - 13.5 (52),8.4,28.8,23.5,15.8,0.3,0.3,1.3,78.6,17.5,24.1,17955,2011-2013,222.64
18,48037,"""Bowie, (TX)""",17.4,15.8 - 17.9 (50),11.3,37.7,31.4,19.3,0.8,0.9,23.8,64.4,7.4,15.8,93635,2011-2013,1629.25
19,48039,"""Brazoria, (TX)""",15.2,13.6 - 15.7 (49),10.3,29.5,20.5,9.9,0.3,6.2,12.9,49.0,29.6,11.1,345995,2011-2013,5259.12
20,48041,"""Brazos, (TX)""",14.3,13.6 - 15.7 (49),9.4,29.4,20.4,24.9,0.1,6.0,10.1,56.6,25.0,8.5,214231,2011-2013,3063.5
21,48043,"""Brewster, (TX)""",7.6,3.9 - 11.6 (51),8.9,28.5,25.6,14.9,1.6,1.0,0.1,51.7,44.2,20.2,9220,2011-2013,70.07
22,48045,"""Briscoe, (TX)""",6.3,3.9 - 11.6 (51),8.6,27.2,23.4,15.4,0.0,1.0,1.6,60.5,32.2,23.1,1591,2011-2013,10.02
23,48047,"""Brooks, (TX)""",24.0,18.0 - 33.5 (50),9.1,29.5,22.2,32.2,0.0,0.0,0.0,5.7,94.1,14.8,7251,2011-2013,174.02
24,48049,"""Brown, (TX)""",11.8,11.7 - 13.5 (52),9.9,32.6,27.2,17.1,0.2,0.6,3.6,72.6,21.4,19.2,37787,2011-2013,445.89
25,48051,"""Burleson, (TX)""",17.9,15.8 - 17.9 (50),8.9,30.2,25.7,14.4,0.1,0.3,12.3,65.7,20.1,20.1,17596,2011-2013,314.97
26,48053,"""Burnet, (TX)""",9.9,3.9 - 11.6 (51),8.8,28.8,25.0,11.5,0.6,0.7,1.5,74.1,21.8,21.5,45017,2011-2013,445.67
27,48055,"""Caldwell, (TX)""",12.3,11.7 - 13.5 (52),9.7,28.9,26.8,16.6,0.2,1.0,6.0,41.0,50.6,13.2,40544,2011-2013,498.69
28,48057,"""Calhoun, (TX)""",7.2,3.9 - 11.6 (51),9.6,31.0,22.0,15.7,0.0,5.0,2.5,43.1,48.1,16.5,21821,2011-2013,157.11
29,48059,"""Callahan, (TX)""",12.8,11.7 - 13.5 (52),8.7,27.8,25.1,14.9,0.0,0.2,1.4,86.8,9.1,19.5,13660,2011-2013,174.85
30,48061,"""Cameron, (TX)""",14.7,13.6 - 15.7 (49),8.4,31.3,24.7,29.1,0.1,0.6,0.3,9.3,89.3,12.5,420201,2011-2013,6176.95
31,48063,"""Camp, (TX)""",9.6,3.9 - 11.6 (51),9.8,32.6,25.3,19.2,0.3,0.3,16.8,56.5,23.9,17.8,12670,2011-2013,121.63
32,48065,"""Carson, (TX)""",12.2,11.7 - 13.5 (52),8.8,29.1,22.9,8.6,0.3,0.7,0.6,86.4,9.7,17.4,6033,2011-2013,73.6
33,48067,"""Cass, (TX)""",19.4,18.0 - 33.5 (50),10.6,33.4,26.7,17.4,0.0,0.4,16.9,76.4,4.3,21.0,30118,2011-2013,584.29
34,48069,"""Castro, (TX)""",9.5,3.9 - 11.6 (51),9.3,28.1,22.4,18.1,0.0,1.2,0.6,32.8,63.8,14.5,7891,2011-2013,74.96
35,48071,"""Chambers, (TX)""",12.7,11.7 - 13.5 (52),9.1,27.3,27.2,9.2,0.1,1.2,8.0,68.0,21.3,10.7,39283,2011-2013,498.89
36,48073,"""Cherokee, (TX)""",14.8,13.6 - 15.7 (49),11.2,33.2,28.0,19.4,0.5,0.5,13.5,61.2,22.4,16.8,51594,2011-2013,763.59
37,48075,"""Childress, (TX)""",12.9,11.7 - 13.5 (52),9.2,30.3,23.5,21.5,0.9,4.8,7.2,64.0,21.7,15.2,7064,2011-2013,91.13
38,48077,"""Clay, (TX)""",11.7,11.7 - 13.5 (52),8.5,28.3,23.1,13.3,1.2,0.2,0.5,90.3,5.6,21.4,10369,2011-2013,121.32
39,48079,"""Cochran, (TX)""",14.1,13.6 - 15.7 (49),9.8,27.7,22.2,23.5,0.2,0.0,2.6,37.6,57.0,14.9,2932,2011-2013,41.34
40,48081,"""Coke, (TX)""",16.4,15.8 - 17.9 (50),8.7,28.6,27.3,15.6,0.6,0.1,0.6,76.8,21.0,26.7,3238,2011-2013,53.1
41,48083,"""Coleman, (TX)""",9.0,3.9 - 11.6 (51),8.8,27.8,23.7,20.1,0.7,0.8,2.7,77.3,17.3,22.2,8422,2011-2013,75.8
42,48085,"""Collin, (TX)""",12.9,11.7 - 13.5 (52),8.7,26.5,18.9,6.3,0.3,13.5,9.2,59.1,15.0,10.1,914075,2011-2013,11791.57
43,48087,"""Collingsworth, (TX)""",5.4,3.9 - 11.6 (51),9.2,27.9,22.0,19.7,4.2,0.1,3.4,60.2,31.2,18.4,3026,2011-2013,16.34
44,48089,"""Colorado, (TX)""",18.3,18.0 - 33.5 (50),9.2,27.9,22.5,14.5,0.1,0.0,13.0,56.9,28.9,20.0,20913,2011-2013,382.71
45,48091,"""Comal, (TX)""",10.9,3.9 - 11.6 (51),6.7,27.3,18.8,8.6,0.0,1.0,1.9,68.6,26.7,17.5,129100,2011-2013,1407.19
46,48093,"""Comanche, (TX)""",12.0,11.7 - 13.5 (52),9.5,28.4,23.4,17.1,0.4,0.6,0.6,70.4,27.2,23.8,13492,2011-2013,161.9
47,48095,"""Concho, (TX)""",10.8,3.9 - 11.6 (51),8.7,30.9,23.6,25.8,0.1,0.9,0.6,44.8,53.0,17.3,3858,2011-2013,41.67
48,48097,"""Cooke, (TX)""",15.3,13.6 - 15.7 (49),8.7,28.8,23.4,13.8,0.6,1.0,2.4,76.3,17.3,17.9,39064,2011-2013,597.68
49,48099,"""Coryell, (TX)""",15.1,13.6 - 15.7 (49),10.9,34.5,25.6,14.2,0.6,2.5,13.7,59.4,17.7,9.2,75818,2011-2013,1144.85
50,48101,"""Cottle, (TX)""",12.9,11.7 - 13.5 (52),9.4,27.5,24.3,21.4,0.3,0.0,10.2,53.6,32.7,25.6,1498,2011-2013,19.32
51,48103,"""Crane, (TX)""",9.5,3.9 - 11.6 (51),9.1,30.6,23.5,10.3,0.0,0.0,4.1,32.8,62.7,11.4,4836,2011-2013,45.94
52,48105,"""Crockett, (TX)""",14.6,13.6 - 15.7 (49),8.7,28.0,23.1,16.9,0.0,0.0,0.9,32.9,66.1,14.2,3836,2011-2013,56.01
53,48107,"""Crosby, (TX)""",15.8,15.8 - 17.9 (50),8.6,29.0,22.3,24.1,0.0,0.0,3.6,40.0,55.4,17.2,5895,2011-2013,93.14
54,48109,"""Culberson, (TX)""",11.1,3.9 - 11.6 (51),9.4,29.4,22.7,23.6,0.0,0.2,0.3,17.3,80.6,19.7,2257,2011-2013,25.05
55,48111,"""Dallam, (TX)""",6.9,3.9 - 11.6 (51),9.0,31.7,21.9,11.3,1.1,0.8,1.7,51.2,43.8,10.8,7207,2011-2013,49.73
56,48113,"""Dallas, (TX)""",14.1,13.6 - 15.7 (49),8.9,28.9,23.5,16.3,0.1,6.0,22.0,30.2,39.6,10.0,2552213,2011-2013,35986.2
57,48115,"""Dawson, (TX)""",15.0,13.6 - 15.7 (49),9.7,30.1,24.9,21.4,0.3,0.8,5.6,36.2,56.4,14.4,13095,2011-2013,196.42
58,48117,"""Deaf Smith, (TX)""",13.0,11.7 - 13.5 (52),8.6,29.1,21.6,17.1,0.2,0.6,0.7,25.9,71.6,12.0,18947,2011-2013,246.31
59,48119,"""Delta, (TX)""",18.2,18.0 - 33.5 (50),9.6,31.4,25.3,18.5,0.1,0.7,7.9,81.4,6.9,19.9,5172,2011-2013,94.13
60,48121,"""Denton, (TX)""",13.2,11.7 - 13.5 (52),8.6,24.1,18.2,8.2,0.2,7.8,9.0,60.8,19.1,9.2,781321,2011-2013,10313.44
61,48123,"""DeWitt, (TX)""",13.2,11.7 - 13.5 (52),9.7,29.3,25.1,18.2,0.0,0.0,9.0,55.5,34.4,18.9,20474,2011-2013,270.26
62,48125,"""Dickens, (TX)""",12.5,11.7 - 13.5 (52),8.7,28.0,22.4,21.8,0.3,0.0,3.1,68.7,27.6,22.6,2224,2011-2013,27.8
63,48127,"""Dimmit, (TX)""",33.5,18.0 - 33.5 (50),8.6,29.1,23.1,27.6,0.0,0.1,0.0,13.2,86.5,14.7,10822,2011-2013,362.54
64,48129,"""Donley, (TX)""",13.6,13.6 - 15.7 (49),9.2,28.4,21.5,18.6,0.6,0.4,3.6,81.8,10.6,23.4,3433,2011-2013,46.69
65,48131,"""Duval, (TX)""",21.9,18.0 - 33.5 (50),9.0,26.9,23.3,26.3,0.0,0.2,1.4,8.9,89.3,18.0,11434,2011-2013,250.4
66,48133,"""Eastland, (TX)""",16.6,15.8 - 17.9 (50),8.3,30.5,23.6,20.0,0.4,0.2,2.2,79.8,15.9,21.9,18278,2011-2013,303.41
67,48135,"""Ector, (TX)""",17.2,15.8 - 17.9 (50),8.9,33.1,30.9,13.9,0.1,1.0,4.1,34.4,58.7,9.5,155744,2011-2013,2678.8
68,48137,"""Edwards, (TX)""",15.0,13.6 - 15.7 (49),9.0,29.6,23.5,23.3,0.0,0.0,0.0,43.0,56.8,28.5,2111,2011-2013,31.66
69,48139,"""Ellis, (TX)""",15.5,13.6 - 15.7 (49),10.5,35.1,25.2,9.7,0.2,0.7,8.9,62.5,25.4,12.0,164092,2011-2013,2543.43
70,48141,"""El Paso, (TX)""",10.6,3.9 - 11.6 (51),10.3,29.5,20.9,22.7,0.2,1.1,3.0,12.4,82.1,11.4,834825,2011-2013,8849.14
71,48143,"""Erath, (TX)""",15.9,15.8 - 17.9 (50),8.5,27.4,23.0,19.5,0.4,0.8,1.6,75.3,20.5,13.8,41016,2011-2013,652.15
72,48145,"""Falls, (TX)""",21.6,18.0 - 33.5 (50),10.7,32.0,27.2,25.6,0.2,0.2,24.2,51.5,22.7,17.0,17289,2011-2013,373.44
